course,req
CLUSTER 27B ,CLUSTER 27A 
CLUSTER 27CW ,CLUSTER 27B 
CLUSTER 30B ,GE CLST 30A 
CLUSTER 30CW ,GE CLST 30B 
CLUSTER 40B ,CLUSTER 40A 
CLUSTER 40CW ,CLUSTER 40B 
CLUSTER 48B ,CLUSTER 48A 
CLUSTER 48CW ,CLUSTER 48B 
CLUSTER 60B ,GE CLST 60A 
CLUSTER 60CW ,GE CLST 60B 
CLUSTER 66B ,GE CLST 66A 
CLUSTER 66CW ,GE CLST 66B 
CLUSTER 70B ,GE CLST 70A 
CLUSTER 70CW ,GE CLST 70B 
CLUSTER 70DW ,GE CLST 70B 
CLUSTER 71B M ,GE CLST 71A M 
CLUSTER 71CWM ,GE CLST 71B M 
CLUSTER 72B M ,GE CLST 72A M 
CLUSTER 72CWM ,GE CLST 72B M 
CLUSTER 73B ,GE CLST 73A 
CLUSTER 73CW ,GE CLST 73B 
CLUSTER 80B ,GE CLST 80A 
CLUSTER 80BX ,GE CLST 80A 
CLUSTER 80CW ,GE CLST 80B 
CLUSTER 180B ,CLUSTER 180A 
COM HLT 161 ,COM HLT 160 
COM HLT 180 ,MCD BIO 50 
COM HLT 187B ,COM HLT 187A 
COM HLT 195 ,BIOL 30 
COM HLT 196B ,COM HLT 196A 
COM HLT 209 ,COM HLT 208  M 
COM HLT 209  M ,COM HLT 208  M 
COM HLT 211B ,COM HLT 210 
COM HLT 211B ,COM HLT 211A 
COM HLT 211B ,BIOSTAT 100B 
COM HLT 211B ,EPIDEM 100 
COM HLT 211B ,PUB HLT 200A 
COM HLT 211B ,PUB HLT 200B 
COM HLT 218  M ,EPIDEM 200B 
COM HLT 218  M ,EPIDEM 200C 
COM HLT 218  M ,COM HLT 211A 
COM HLT 218  M ,COM HLT 211B 
COM HLT 219 ,COM HLT 270A 
COM HLT 219 ,COM HLT 270B 
COM HLT 219 ,BIOSTAT 100B 
COM HLT 219 ,BIOSTAT 406 
COM HLT 219 ,PUB HLT 200A 
COM HLT 219 ,PUB HLT 200B 
COM HLT 220 ,BIOSTAT 100B 
COM HLT 221 ,COM HLT 210 
COM HLT 225 ,COM HLT 219 
COM HLT 240 ,EPIDEM 100 
COM HLT 240 ,EPIDEM 200A 
COM HLT 249L M ,HLT POL 200A 
COM HLT 249L M ,HLT POL 200B 
COM HLT 252  M ,COM HLT 287  M 
COM HLT 252  M ,HLT POL 200A 
COM HLT 252  M ,HLT POL 236  M 
COM HLT 270A ,COM HLT 210 
COM HLT 270B ,COM HLT 210 
COM HLT 270B ,COM HLT 270A 
COM HLT 272  M ,EPIDEM 100 
COM HLT 272  M ,PUB HLT 200A 
COM HLT 272  M ,PUB HLT 200B 
COM HLT 276 ,COM HLT 210 
COM HLT 280  M ,NEUROSC 101A M 
COM HLT 281A ,COM HLT 210 
COM HLT 282 ,COM HLT 210 
COM HLT 284 ,COM HLT 210 
COM HLT 287  M ,COM HLT 210 
COM HLT 287  M ,HLT POL 200A 
COM HLT 287  M ,HLT POL 200B 
COM HLT 288 ,COM HLT 210 
COM HLT 292 ,COM HLT 210 
COM HLT 418  M ,EPIDEM 100 
COM HLT 418  M ,EPIDEM 200A 
COM HLT 418  M ,EPIDEM 200B 
COM HLT 418  M ,EPIDEM 200C 
COM HLT 418  M ,BIOSTAT 100A 
COM HLT 436A M ,HLT POL 100 
COM HLT 436B M ,COM HLT 436A M 
COM HLT 449 ,COM HLT 130 
COM HLT 483 ,COM HLT 210 
COM HLT 483 ,COM HLT 271 
COM HLT 484 ,COM HLT 210 
COM HLT 484 ,COM HLT 211A 
COM HLT 484 ,COM HLT 211B 
COM HLT 485 ,COM HLT 211A 
COM HLT 485 ,COM HLT 211B 
COM HLT 485 ,PUB HLT 200A 
COM HLT 485 ,PUB HLT 200B 
COM LIT 1E ,ENGCOMP 2 
COM LIT 1E ,ENGCOMP 2I 
COM LIT 2AW ,ENGCOMP 3 
COM LIT 2AW ,ESL 36 
COM LIT 2BW ,ENGCOMP 3 
COM LIT 2BW ,ESL 36 
COM LIT 2CW ,ENGCOMP 3 
COM LIT 2DW ,ENGCOMP 3 
COM LIT 4AW ,ENGCOMP 3 
COM LIT 4AW ,ESL 36 
COM LIT 4BW ,ENGCOMP 3 
COM LIT 4BW ,ESL 36 
COM LIT 4CW ,ENGCOMP 3 
COM LIT 4CW ,ESL 36 
COM LIT 4DW ,ENGCOMP 3 
COM LIT 120 ,COM LIT 1A 
COM LIT 120 ,COM LIT 1B 
COM LIT 120 ,COM LIT 1C 
COM LIT 120 ,COM LIT 2AW 
COM LIT 120 ,COM LIT 2BW 
COM LIT 120 ,COM LIT 2CW 
COM LIT 120 ,ENGCOMP 3 
COM LIT 120 ,ESL 36 
COM LIT 165  M ,HIST 182D M 
COM LIT 165  M ,HIST 183A 
COM LIT 165  M ,HIST 183B 
COM LIT 169 ,COM LIT 1A 
COM LIT 169 ,COM LIT 1B 
COM LIT 169 ,COM LIT 1C 
COM LIT 169 ,COM LIT 2AW 
COM LIT 169 ,COM LIT 2BW 
COM LIT 169 ,COM LIT 2CW 
COM LIT 169 ,ENGCOMP 3 
COM LIT 169 ,ESL 36 
COM LIT 175  M ,ENGCOMP 3 
COM LIT 175  M ,ENGCOMP 3 
COM LIT 175  M ,COM LIT 1A 
COM LIT 175  M ,COM LIT 1B 
COM LIT 175  M ,COM LIT 1C 
COM LIT 175  M ,COM LIT 1D 
COM LIT 175  M ,COM LIT 2AW 
COM LIT 175  M ,COM LIT 2BW 
COM LIT 175  M ,COM LIT 2CW 
COM LIT 188SA ,HNRS 101E 
COM LIT 188SB ,COM LIT 188SA 
COM LIT 188SB ,HNRS 101E 
COM LIT 188SC ,COM LIT 188SB 
COM LIT 199 ,COM LIT 100 
COM LIT 200B ,COM LIT 200A 
COM LIT 290 ,COM LIT 200A 
COM SCI 21 ,COM SCI 11 
COM SCI 22 ,COM SCI 21 
COM SCI 23 ,COM SCI 21 
COM SCI 23 ,COM SCI 22 
COM SCI 24 ,COM SCI 23 
COM SCI 32 ,COM SCI 31 
COM SCI 33 ,COM SCI 32 
COM SCI 35 ,COM SCI 31 
COM SCI 35 ,COM SCI 32 
COM SCI 35L ,COM SCI 31 
COM SCI 51A ,PHYSICS 8C 
COM SCI 51A M ,PHYSICS 1C 
COM SCI 111 ,COM SCI 32 
COM SCI 111 ,COM SCI 33 
COM SCI 111 ,COM SCI 35L 
COM SCI 112 ,COM SCI 111 
COM SCI 112 ,STATS 100A 
COM SCI 112 ,C&EE 110 
COM SCI 112 ,EL ENGR 131A 
COM SCI 112 ,MATH 170A 
COM SCI 113 ,COM SCI 118 
COM SCI 113 ,COM SCI 111 
COM SCI 114 ,COM SCI 118 
COM SCI 118 ,COM SCI 111 
COM SCI 119  M ,COM SCI 33 
COM SCI 119  M ,COM SCI 118 
COM SCI 119  M ,EC ENGR 132B 
COM SCI 119  M ,C&EE 110 
COM SCI 119  M ,EC ENGR 131A 
COM SCI 119  M ,MATH 170A 
COM SCI 119  M ,MATH 170E 
COM SCI 119  M ,STATS 100A 
COM SCI 121  CM ,COM SCI 32 
COM SCI 121  CM ,COMPTNG 10C 
COM SCI 121  CM ,C&EE 110 
COM SCI 121  CM ,EC ENGR 131A 
COM SCI 121  CM ,MATH 170A 
COM SCI 121  CM ,MATH 170E 
COM SCI 121  CM ,STATS 100A 
COM SCI 122  CM ,COM SCI 32 
COM SCI 122  CM ,COMPTNG 10C 
COM SCI 122  CM ,MATH 170A 
COM SCI 122  CM ,MATH 170E 
COM SCI 122  CM ,STATS 100A 
COM SCI 122  CM ,C&EE 110 
COM SCI 122  CM ,EC ENGR 131A 
COM SCI 124  CM ,COM SCI 32 
COM SCI 124  CM ,COMPTNG 10C 
COM SCI 124  CM ,MATH 33A 
COM SCI 124  CM ,C&EE 110 
COM SCI 124  CM ,EC ENGR 131A 
COM SCI 124  CM ,MATH 170A 
COM SCI 124  CM ,MATH 170E 
COM SCI 124  CM ,STATS 100A 
COM SCI 130 ,COM SCI 111 
COM SCI 130 ,COM SCI 131 
COM SCI 131 ,COM SCI 33 
COM SCI 131 ,COM SCI 35L 
COM SCI 132 ,COM SCI 131 
COM SCI 133 ,COM SCI 131 
COM SCI 133 ,COM SCI 151B M 
COM SCI 134 ,COM SCI 118 
COM SCI 136 ,COM SCI 118 
COM SCI 137A C ,COM SCI 131 
COM SCI 137B C ,COM SCI 137A C 
COM SCI 141 ,COM SCI 32 
COM SCI 143 ,COM SCI 32 
COM SCI 143 ,COMPTNG 10C 
COM SCI 144 ,COM SCI 143 
COM SCI 145 ,COM SCI 143 
COM SCI 146  M ,COM SCI 33 
COM SCI 146  M ,C&EE 110 
COM SCI 146  M ,EL ENGR 131A 
COM SCI 146  M ,MATH 170A 
COM SCI 146  M ,MATH 170E 
COM SCI 146  M ,STATS 100A 
COM SCI 148  M ,COM SCI 31 
COM SCI 148  M ,COMPTNG 10A 
COM SCI 148  M ,COMPTNG 10B 
COM SCI 148  M ,C&EE 110 
COM SCI 148  M ,EC ENGR 131A 
COM SCI 148  M ,MATH 170E 
COM SCI 148  M ,MATH 170A 
COM SCI 148  M ,STATS 100A 
COM SCI 151B ,COM SCI 51A 
COM SCI 151B M ,COM SCI 33 
COM SCI 151B M ,COM SCI 51A M 
COM SCI 151C ,COM SCI 151B M 
COM SCI 151C ,COM SCI 152A M 
COM SCI 152A M ,COM SCI 51A M 
COM SCI 152B ,COM SCI 151B M 
COM SCI 152B M ,COM SCI 151B M 
COM SCI 152B M ,EL ENGR 116C M 
COM SCI 161 ,COM SCI 180 
COM SCI 163 ,COM SCI 130 
COM SCI 163 ,COM SCI 131 
COM SCI 168 ,COM SCI 32 
COM SCI 168 ,COMPTNG 10C 
COM SCI 168 ,MATH 33A 
COM SCI 168 ,C&EE 110 
COM SCI 168 ,EC ENGR 131A 
COM SCI 168 ,MATH 170A 
COM SCI 168 ,MATH 170E 
COM SCI 168 ,STATS 100A 
COM SCI 170A ,COM SCI 180 
COM SCI 170A ,MATH 33B 
COM SCI 172 ,COM SCI 32 
COM SCI 174 ,COM SCI 32 
COM SCI 174A ,COM SCI 32 
COM SCI 174B ,COM SCI 174A 
COM SCI 174C C ,COM SCI 174A 
COM SCI 180 ,COM SCI 32 
COM SCI 180 ,MATH 61 
COM SCI 181 ,COM SCI 180 
COM SCI 182  M ,MATH 3A 
COM SCI 182  M ,MATH 3B 
COM SCI 182  M ,MATH 31A 
COM SCI 182  M ,MATH 31B 
COM SCI 182  M ,LIFESCI 30A 
COM SCI 182  M ,LIFESCI 30B 
COM SCI 183 ,COM SCI 180 
COM SCI 184  M ,COM SCI 31 
COM SCI 184  M ,COMPTNG 10A 
COM SCI 184  M ,C&EE 20  M 
COM SCI 184  M ,MECH&AE 20  M 
COM SCI 184  M ,LIFESCI 30B 
COM SCI 184  M ,MATH 3B 
COM SCI 184  M ,MATH 31B 
COM SCI 185  M ,C&S BIO 184  M 
COM SCI 185  M ,MATH 32B 
COM SCI 185  M ,MATH 33A 
COM SCI 185  M ,MATH 33B 
COM SCI 185  M ,LIFESCI 4 
COM SCI 186  CM ,LIFESCI 30A 
COM SCI 186  CM ,LIFESCI 30B 
COM SCI 186  CM ,MATH 32A 
COM SCI 186  CM ,MATH 32T M 
COM SCI 186  CM ,MATH 33A 
COM SCI 186  CM ,MATH 33B 
COM SCI 186  CM ,MATH 31A 
COM SCI 186  CM ,MATH 31B 
COM SCI 186  CM ,MATH 32A 
COM SCI 186  CM ,MATH 32T M 
COM SCI 186  CM ,MATH 33A 
COM SCI 186  CM ,MATH 33B 
COM SCI 186A M ,MATH 31A 
COM SCI 186A M ,MATH 31B 
COM SCI 186A M ,COMPTNG 10A 
COM SCI 186A M ,COM SCI 31 
COM SCI 186B CM ,EL ENGR 102 
COM SCI 186B M ,MATH 115A 
COM SCI 186B M ,EL ENGR 102 
COM SCI 186C CM ,COM SCI 186B CM 
COM SCI 186L CM ,COM SCI 186B CM 
COM SCI 187  CM ,COM SCI 182  M 
COM SCI 187  CM ,COM SCI 186  CM 
COM SCI 187  CM ,C&S BIO 150  M 
COM SCI 187  CM ,COM SCI 199 
COM SCI 187  CM ,BIOENGR 199 
COM SCI 187  CM ,C&S BIO 199 
COM SCI 188SA ,HNRS 101E 
COM SCI 188SB ,COM SCI 188SA 
COM SCI 188SB ,HNRS 101E 
COM SCI 188SC ,COM SCI 188SB 
COM SCI 192 ,COM SCI 192A 
COM SCI 192 ,LIFESCI 192A 
COM SCI 196A M ,MATH 31A 
COM SCI 196A M ,MATH 31B 
COM SCI 196A M ,COMPTNG 10A 
COM SCI 196B M ,MATH 115A 
COM SCI 196B M ,EL ENGR 102 
COM SCI 196L CM ,COM SCI 196B M 
COM SCI 205 ,COM SCI 180 
COM SCI 205 ,COM SCI 31 
COM SCI 213B M ,COM SCI 51A M 
COM SCI 213B M ,EL ENGR 16  M 
COM SCI 214 ,COM SCI 111 
COM SCI 216 ,COM SCI 211 
COM SCI 217A ,COM SCI 118 
COM SCI 217B ,COM SCI 217A 
COM SCI 218 ,COM SCI 112 
COM SCI 218 ,COM SCI 118 
COM SCI 221  CM ,COM SCI 32 
COM SCI 221  CM ,COMPTNG 10C 
COM SCI 221  CM ,C&EE 110 
COM SCI 221  CM ,EC ENGR 131A 
COM SCI 221  CM ,MATH 170A 
COM SCI 221  CM ,MATH 170E 
COM SCI 221  CM ,STATS 100A 
COM SCI 222  CM ,COM SCI 32 
COM SCI 222  CM ,COMPTNG 10C 
COM SCI 222  CM ,MATH 170A 
COM SCI 222  CM ,MATH 170E 
COM SCI 222  CM ,STATS 100A 
COM SCI 222  CM ,C&EE 110 
COM SCI 222  CM ,EL ENGR 131A 
COM SCI 224  CM ,COM SCI 32 
COM SCI 224  CM ,COMPTNG 10C 
COM SCI 224  CM ,MATH 33A 
COM SCI 224  CM ,C&EE 110 
COM SCI 224  CM ,EC ENGR 131A 
COM SCI 224  CM ,MATH 170A 
COM SCI 224  CM ,MATH 170E 
COM SCI 224  CM ,STATS 100A 
COM SCI 226  M ,COM SCI 32 
COM SCI 226  M ,COMPTNG 10C 
COM SCI 237A C ,COM SCI 131 
COM SCI 237B C ,COM SCI 237A C 
COM SCI 238 ,MATH 115A 
COM SCI 241B ,COM SCI 143 
COM SCI 245 ,COM SCI 143 
COM SCI 245 ,COM SCI 180 
COM SCI 246 ,COM SCI 112 
COM SCI 246 ,COM SCI 143 
COM SCI 246 ,COM SCI 180 
COM SCI 246 ,COM SCI 181 
COM SCI 247 ,COM SCI 145 
COM SCI 247 ,COM SCI 146  M 
COM SCI 256A ,COM SCI 151B M 
COM SCI 258A M ,EL ENGR 16  M 
COM SCI 258A M ,COM SCI 51A M 
COM SCI 258A M ,EL ENGR 115A 
COM SCI 260 ,COM SCI 180 
COM SCI 260C ,COM SCI 180 
COM SCI 260C ,COM SCI 260 
COM SCI 262A ,COM SCI 112 
COM SCI 262A ,EC ENGR 131A 
COM SCI 262C ,COM SCI 112 
COM SCI 263B ,COM SCI 161 
COM SCI 263B ,COM SCI 263A 
COM SCI 273A ,COM SCI 173 
COM SCI 274C C ,COM SCI 174A 
COM SCI 275 ,COM SCI 174 
COM SCI 278  M ,COM SCI 180 
COM SCI 278  M ,MATH 33A 
COM SCI 278  M ,STATS 100B 
COM SCI 286  CM ,LIFESCI 30A 
COM SCI 286  CM ,LIFESCI 30B 
COM SCI 286  CM ,MATH 32A 
COM SCI 286  CM ,MATH 32T M 
COM SCI 286  CM ,MATH 33A 
COM SCI 286  CM ,MATH 33B 
COM SCI 286  CM ,MATH 31A 
COM SCI 286  CM ,MATH 31B 
COM SCI 286  CM ,MATH 32A 
COM SCI 286  CM ,MATH 32T M 
COM SCI 286  CM ,MATH 33A 
COM SCI 286  CM ,MATH 33B 
COM SCI 286B CM ,EL ENGR 102 
COM SCI 286C CM ,COM SCI 286B CM 
COM SCI 286L CM ,COM SCI 286B CM 
COM SCI 287  CM ,COM SCI 182  M 
COM SCI 287  CM ,COM SCI 286  CM 
COM SCI 287  CM ,C&S BIO 150  M 
COM SCI 287  CM ,COM SCI 199 
COM SCI 287  CM ,BIOENGR 199 
COM SCI 287  CM ,C&S BIO 199 
COM SCI 296A M ,EL ENGR 141 
COM SCI 296A M ,EL ENGR 142 
COM SCI 296A M ,MATH 115A 
COM SCI 296A M ,MECH&AE 171A 
COM SCI 296B M ,COM SCI 286  CM 
COM SCI 296B M ,COM SCI 296A M 
COM SCI 296B M ,BIOMATH 220 
COM SCI 296C M ,COM SCI 296B M 
COM SCI 296D M ,COM SCI 186  CM 
COM SCI 296L CM ,COM SCI 196B M 
COM STD 100 ,COM STD 10 
COM STD 100 ,PSYCH 10 
COM STD 100 ,LING 1 
COM STD 100 ,SOCIOL 1 
COM STD 115 ,COM STD 100 
COM STD 116  M ,PSYCH 10 
COM STD 116  M ,PSYCH 100A 
COM STD 116  M ,PSYCH 127 
COM STD 120 ,COM STD 100 
COM STD 124  M ,PSYCH 10 
COM STD 130 ,COM STD 100 
COM STD 140 ,COM STD 100 
COM STD 142 ,COM STD 100 
COM STD 144B M ,COM STD 144A M 
COM STD 147  M ,COM STD 100 
COM STD 150 ,STATS 10 
COM STD 150 ,STATS 11 
COM STD 150 ,STATS 12  M 
COM STD 152 ,COM STD 100 
COM STD 153  M ,COM STD 152 
COM STD 160 ,COM STD 100 
COM STD 160 ,COM STD 101 
COM STD 161  M ,COM STD 160 
COM STD 165 ,COM STD 100 
COM STD 165 ,COM STD 101 
COM STD 170 ,COM STD 100 
COM STD 170 ,COM STD 101 
COM STD 171 ,COM STD 101 
COM STD 175 ,COM STD 10 
COM STD 177 ,COM STD 101 
COM STD 180 ,COM STD 101 
COM STD 185 ,COM STD 10 
COM STD 187 ,COM STD 10 
COM STD 187 ,COM STD 101 
COM STD 191H ,COM STD 150 
COM STD 191HA ,COM STD 10 
COM STD 191HA ,COM STD 150 
COM STD 191HB ,COM STD 191HA 
COM STD 191HC ,COM STD 191HB 
COM STD 198A ,COM STD 10 
COM STD 198A ,COM STD 150 
COM STD 198B ,COM STD 198A 
COM STD 198C ,COM STD 198B 
COMM 72B M ,COMM ST 72A M 
COMM 72CWM ,COMM ST 72B M 
COMM 100 ,COM STD 10 
COMM 100 ,PSYCH 10 
COMM 100 ,LING 1 
COMM 100 ,SOCIOL 1 
COMM 112 ,COMM ST 118 
COMM 112 ,COMM ST 120 
COMM 112 ,COMM ST 126 
COMM 123  M ,LING 20 
COMM 123W M ,ENGCOMP 3 
COMM 144B M ,COM STD 144A M 
COMM 150 ,ECON 41 
COMM 150 ,STATS 10 
COMM 153 ,COM SCI 31 
COMM 153 ,COM SCI 32 
COMM 153 ,COMPTNG 10A 
COMM 153 ,COMPTNG 10B 
COMM 155 ,COM SCI 31 
COMM 155 ,COM SCI 32 
COMM 155 ,COMPTNG 10A 
COMM 155 ,COMPTNG 10B 
COMM 188SA ,HNRS 101E 
COMM 188SB ,COMM 188SA 
COMM 188SB ,HNRS 101E 
COMM 188SC ,COMM 188SB 
COMM 198A ,COM STD 10 
COMM 198A ,COM STD 150 
COMM 198B ,COMM 198A 
COMM 198C ,COMM 198B 
COMM ST 40W M ,ENGCOMP 3 
COMM ST 40W M ,ESL 36 
COMM ST 72B M ,COMM ST 72A M 
COMM ST 72CWM ,COMM ST 72B M 
COMM ST 100 ,COM STD 10 
COMM ST 100 ,PSYCH 10 
COMM ST 100 ,LING 1 
COMM ST 100 ,SOCIOL 1 
COMM ST 112 ,COMM ST 118 
COMM ST 112 ,COMM ST 120 
COMM ST 112 ,COMM ST 126 
COMM ST 116  M ,PSYCH 10 
COMM ST 116  M ,PSYCH 100A 
COMM ST 116  M ,PSYCH 127 
COMM ST 120 ,COM STD 100 
COMM ST 123W M ,ENGCOMP 3 
COMM ST 142 ,COM STD 100 
COMM ST 144B M ,COM STD 144A M 
COMM ST 150 ,STATS 10 
COMM ST 150 ,ECON 41 
COMM ST 152 ,COMM ST 100 
COMM ST 163 ,COMM ST 179 
COMM ST 171 ,COM STD 101 
COMM ST 180 ,COM STD 101 
COMM ST 188SA ,HNRS 101E 
COMM ST 188SB ,COMM ST 188SA 
COMM ST 188SB ,HNRS 101E 
COMM ST 188SC ,COMM ST 188SB 
COMM ST 198A ,COM STD 10 
COMM ST 198A ,COM STD 150 
COMM ST 198B ,COM STD 198A 
COMM ST 198C ,COM STD 198B 
COMPTNG 10B ,COMPTNG 10A 
COMPTNG 10B ,COM SCI 31 
COMPTNG 10C ,COMPTNG 10B 
COMPTNG 13 ,COMPTNG 10A 
COMPTNG 15 ,COMPTNG 10A 
COMPTNG 16 ,COMPTNG 20A 
COMPTNG 16 ,COMPTNG 40A 
COMPTNG 16 ,COMPTNG 10A 
COMPTNG 16 ,COM SCI 31 
COMPTNG 16 ,COMPTNG 10A 
COMPTNG 16 ,COMPTNG 10B 
COMPTNG 16 ,COM SCI 32 
COMPTNG 16 ,COM SCI 31 
COMPTNG 16A ,COMPTNG 10A 
COMPTNG 16A ,COM SCI 31 
COMPTNG 16B ,COMPTNG 16A 
COMPTNG 20 ,COMPTNG 10B 
COMPTNG 20A ,COMPTNG 10A 
COMPTNG 20A ,COM SCI 31 
COMPTNG 20B ,COMPTNG 20A 
COMPTNG 20C ,COMPTNG 20B 
COMPTNG 30 ,COMPTNG 10B 
COMPTNG 40 ,COMPTNG 10B 
COMPTNG 40A ,COMPTNG 10A 
COMPTNG 40A ,COM SCI 31 
COMPTNG 40A ,COMPTNG 10B 
COMPTNG 40A ,COMPTNG 16A 
COMPTNG 40A ,COMPTNG 20A 
COMPTNG 40A ,COM SCI 32 
COMPTNG 40B ,COMPTNG 40A 
COMPTNG 60 ,COMPTNG 10B 
COMPTNG 60 ,MATH 31A 
COMPTNG 60 ,MATH 31B 
COMPTNG 60 ,MATH 61 
COMPTNG 97 ,COMPTNG 10A 
COMPTNG 110 ,COMPTNG 10B 
COMPTNG 130 ,COMPTNG 10B 
COMPTNG 130 ,MATH 115A 
CYBER 186A M ,MATH 31A 
CYBER 186A M ,MATH 31B 
CYBER 186A M ,COMPTNG 10A 
CYBER 186B M ,MATH 115A 
CYBER 186B M ,EL ENGR 102 
CYBER 186L M ,CYBER 186B M 
CYBER 196A M ,MATH 31A 
CYBER 196A M ,MATH 31B 
CYBER 196A M ,COMPTNG 10A 
CYBER 196B M ,MATH 115A 
CYBER 196B M ,EL ENGR 102 
CYBER 196L M ,COM SCI 196B M 
CZCH 187A ,CZECH 102C 
CZCH 187B ,CZECH 187A 
CZCH 187C ,CZECH 187B 
CZCH 187D ,CZECH 187C 
CZCH 187E ,CZECH 187D 
CZCH 187F ,CZECH 187E 
CZCH 187G ,CZECH 187F 
CZCH 187I ,CZECH 187G 
CZCH 187J ,CZECH 187I 
CZCH 187K ,CZECH 187J 
CZCH 187L ,CZECH 187K 
CZCH 187M ,CZECH 187L 
CZECH 102A ,CZECH 101C 
CZECH 102B ,CZECH 101C 
CZECH 102C ,CZECH 101C 
CZECH 102D ,CZECH 102C 
CZECH 102E ,CZECH 102C 
CZECH 102F ,CZECH 102C 
CZECH 187A ,CZECH 102C 
CZECH 187B ,CZECH 187A 
CZECH 187C ,CZECH 187B 
CZECH 187D ,CZECH 187C 
CZECH 187E ,CZECH 187D 
CZECH 187F ,CZECH 187E 
CZECH 187G ,CZECH 187F 
CZECH 187I ,CZECH 187G 
CZECH 187J ,CZECH 187I 
CZECH 187K ,CZECH 187J 
CZECH 187L ,CZECH 187K 
CZECH 187M ,CZECH 187L 
DANCE 45 ,DANCE 44 
DANCE 67A ,DANCE 16 
DANCE 67B ,DANCE 67A 
DANCE 98T ,ENGCOMP 2 
DANCE 98T ,ENGCOMP 2I 
DANCE 98TA ,ENGCOMP 2 
DANCE 98TA ,ENGCOMP 2I 
DANCE 98TB ,ENGCOMP 2 
DANCE 98TB ,ENGCOMP 2I 
DANCE 101 ,DANCE 45 
DANCE 115  C ,DANCE 65 
DANCE 116 ,DANCE 16 
DANCE 117A ,DANCE 16 
DANCE 117A ,DANCE 67A 
DANCE 117A ,DANCE 67B 
DANCE 117B ,DANCE 16 
DANCE 117B ,DANCE 67A 
DANCE 117B ,DANCE 67B 
DANCE 117C ,DANCE 16 
DANCE 117C ,DANCE 67A 
DANCE 117C ,DANCE 67B 
DANCE 118 ,DANCE 67A 
DANCE 118 ,DANCE 67B 
DANCE 119 ,DANCE 67A 
DANCE 119 ,DANCE 67B 
DANCE 122  C ,DANCE 67A 
DANCE 122  C ,DANCE 67B 
DANCE 170 ,DANCE 70 
DANCE 186B ,DANCE 186A 
DANCE 222  C ,DANCE 67A 
DANCE 222  C ,DANCE 67B 
DANCE 415  C ,DANCE 65 
DESIGN 25 ,DESIGN 24 
DESIGN 26 ,DESIGN 24 
DESIGN 111  C ,DESIGN 102 
DESIGN 111  C ,DESIGN 104 
DESIGN 111  C ,DESIGN 105 
DESIGN 112  C ,DESIGN 111  C 
DESIGN 113  C ,DESIGN 111  C 
DESIGN 113  C ,DESIGN 112  C 
DESIGN 131  C ,DESIGN 102 
DESIGN 131  C ,DESIGN 104 
DESIGN 131  C ,DESIGN 105 
DESIGN 132  C ,DESIGN 131  C 
DESIGN 133  C ,DESIGN 131  C 
DESIGN 133  C ,DESIGN 132  C 
DESIGN 142  C ,DESIGN 141  C 
DESIGN 142  C ,COM SCI 141 
DESIGN 143  C ,DESIGN 141  C 
DESIGN 153 ,DESIGN 103  C 
DESIGN 154 ,DESIGN 103 
DESIGN 154 ,DESIGN 106  C 
DESIGN 155 ,DESIGN 103 
DESIGN 155 ,DESIGN 106  C 
DESIGN 155 ,DESIGN 154 
DESIGN 156A ,DESIGN 103 
DESIGN 156A ,DESIGN 106  C 
DESIGN 156B ,DESIGN 103 
DESIGN 156B ,DESIGN 106  C 
DESIGN 156B ,DESIGN 156A 
DESIGN 157A ,DESIGN 103 
DESIGN 157A ,DESIGN 106  C 
DESIGN 157A ,DESIGN 154 
DESIGN 157B ,DESIGN 103 
DESIGN 157B ,DESIGN 106  C 
DESIGN 157B ,DESIGN 154 
DESIGN 157B ,DESIGN 157A 
DESIGN 158 ,DESIGN 103 
DESIGN 158 ,DESIGN 106  C 
DESIGN 158 ,DESIGN 154 
DESIGN 159 ,DESIGN 103 
DESIGN 159 ,DESIGN 106  C 
DESIGN 160 ,DESIGN 103 
DESIGN 160 ,DESIGN 106  C 
DESIGN 256 ,DESIGN 206  C 
DESIGN 256 ,DESIGN 254 
DESIGN 402 ,DESIGN 206  C 
DESIGN 402 ,DESIGN 254 
DESIGN 402 ,DESIGN 256 
DESIGN 402 ,DESIGN 401 
DESMA 11A ,DESMA 10 
DESMA 11B ,DESMA 11A 
DESMA 25 ,DESIGN 24 
DESMA 26 ,DESIGN 24 
DESMA 28 ,DESMA 21 
DESMA 28 ,DESMA 22 
DESMA 28 ,DESMA 25 
DESMA 142  C ,DESIGN 141  C 
DESMA 143  C ,DESIGN 141  C 
DESMA 150A ,DESMA 25 
DESMA 150A ,DESMA 154A 
DESMA 150B ,DESMA 25 
DESMA 150B ,DESMA 154A 
DESMA 150B ,DESMA 150A 
DESMA 152 ,DESMA 22 
DESMA 152 ,DESMA 28 
DESMA 152 ,DESMA 101 
DESMA 152 ,DESMA 104 
DESMA 152A ,DESMA 28 
DESMA 152B ,DESMA 152A 
DESMA 152B C ,DESMA 152A 
DESMA 153 ,DESMA 101 
DESMA 153 ,DESMA 104 
DESMA 153B ,DESMA 153A 
DESMA 154 ,DESMA 21 
DESMA 154 ,DESMA 22 
DESMA 154 ,DESMA 25 
DESMA 154 ,DESMA 101 
DESMA 154 ,DESMA 104 
DESMA 154A ,DESMA 101 
DESMA 154A ,DESMA 104 
DESMA 154A ,DESMA 106  C 
DESMA 154B ,DESMA 154A 
